date,day,menu,temp_c,holiday,attendees
2020-09-23,Wednesday,Dal Makhani,35,No,507
2020-09-24,Thursday,Chole Bhature,28,No,638
2020-09-25,Friday,Idli Sambar,31,No,500
2020-09-26,Saturday,Poori Bhaji,34,No,491
2020-09-27,Sunday,White Sauce Pasta,29,No,486
2020-09-28,Monday,Chole Bhature,32,No,548
2020-09-29,Tuesday,Veg Fried Rice,36,No,503
2020-09-30,Wednesday,Biryani,34,No,590
2020-10-01,Thursday,Dal Khichdi,35,No,398
2020-10-02,Friday,White Sauce Pasta,33,No,493
2020-10-03,Saturday,Biryani,31,No,628
2020-10-04,Sunday,Dal Makhani,29,No,573
2020-10-05,Monday,Poori Bhaji,32,No,454
2020-10-06,Tuesday,Aloo Paratha,38,No,517
2020-10-07,Wednesday,Pav Bhaji,33,No,473
2020-10-08,Thursday,Dal Khichdi,32,No,491
2020-10-09,Friday,Pav Bhaji,32,No,484
2020-10-10,Saturday,Veg Fried Rice,37,Yes,378
2020-10-11,Sunday,Paneer Butter Masala,28,No,663
2020-10-12,Monday,White Sauce Pasta,38,No,491
2020-10-13,Tuesday,Khichdi,33,No,371
2020-10-14,Wednesday,Aloo Paratha,28,No,517
2020-10-15,Thursday,Pav Bhaji,37,No,541
2020-10-16,Friday,Maggi,37,No,317
2020-10-17,Saturday,Poori Bhaji,29,Yes,345
2020-10-18,Sunday,Maggi,32,No,367
2020-10-19,Monday,Dal Khichdi,28,No,453
2020-10-20,Tuesday,Veg Fried Rice,37,No,529
2020-10-21,Wednesday,Rajma Chawal,30,Yes,406
2020-10-22,Thursday,White Sauce Pasta,28,No,479
2020-10-23,Friday,Rajma Chawal,29,No,551
2020-10-24,Saturday,Aloo Paratha,31,No,512
2020-10-25,Sunday,Khichdi,33,No,432
2020-10-26,Monday,Maggi,29,No,386
2020-10-27,Tuesday,Pav Bhaji,33,No,536
2020-10-28,Wednesday,Chole Bhature,32,No,580
2020-10-29,Thursday,White Sauce Pasta,33,No,505
2020-10-30,Friday,White Sauce Pasta,35,No,503
2020-10-31,Saturday,Poori Bhaji,30,No,468
2020-11-01,Sunday,Paneer Butter Masala,38,No,535
2020-11-02,Monday,White Sauce Pasta,37,No,502
2020-11-03,Tuesday,Maggi,31,No,317
2020-11-04,Wednesday,Aloo Paratha,37,No,506
2020-11-05,Thursday,Rajma Chawal,30,No,496
2020-11-06,Friday,Khichdi,33,No,398
2020-11-07,Saturday,Dal Khichdi,38,No,406
2020-11-08,Sunday,Paneer Butter Masala,28,Yes,432
2020-11-09,Monday,Idli Sambar,32,No,402
2020-11-10,Tuesday,Pav Bhaji,35,No,510
2020-11-11,Wednesday,Aloo Paratha,36,No,521
2020-11-12,Thursday,Paneer Butter Masala,34,No,603
2020-11-13,Friday,Idli Sambar,35,No,451
2020-11-14,Saturday,Paneer Butter Masala,38,No,553
2020-11-15,Sunday,Poori Bhaji,28,No,479
2020-11-16,Monday,Paneer Butter Masala,36,Yes,468
2020-11-17,Tuesday,Veg Fried Rice,30,No,497
2020-11-18,Wednesday,Khichdi,31,No,380
2020-11-19,Thursday,Maggi,29,Yes,216
2020-11-20,Friday,Maggi,36,No,397
2020-11-21,Saturday,Rajma Chawal,32,No,501
2020-11-22,Sunday,Dal Khichdi,31,No,433
2020-11-23,Monday,Biryani,37,No,584
2020-11-24,Tuesday,Aloo Paratha,33,No,450
2020-11-25,Wednesday,White Sauce Pasta,29,Yes,329
2020-11-26,Thursday,Dal Khichdi,36,No,404
2020-11-27,Friday,Rajma Chawal,37,No,489
2020-11-28,Saturday,White Sauce Pasta,38,No,463
2020-11-29,Sunday,Dal Khichdi,30,No,398
2020-11-30,Monday,Veg Fried Rice,34,No,557
2020-12-01,Tuesday,Khichdi,30,No,429
2020-12-02,Wednesday,Chole Bhature,28,No,613
2020-12-03,Thursday,Idli Sambar,35,No,456
2020-12-04,Friday,White Sauce Pasta,35,Yes,306
2020-12-05,Saturday,Veg Fried Rice,31,No,507
2020-12-06,Sunday,Rajma Chawal,33,No,523
2020-12-07,Monday,Paneer Butter Masala,31,No,592
2020-12-08,Tuesday,Idli Sambar,33,No,485
2020-12-09,Wednesday,Biryani,37,No,575
2020-12-10,Thursday,Rajma Chawal,35,No,518
2020-12-11,Friday,Biryani,36,Yes,451
2020-12-12,Saturday,Khichdi,29,No,448
2020-12-13,Sunday,Pav Bhaji,36,Yes,369
2020-12-14,Monday,Aloo Paratha,36,No,474
2020-12-15,Tuesday,Khichdi,28,No,427
2020-12-16,Wednesday,Rajma Chawal,31,No,500
2020-12-17,Thursday,Poori Bhaji,29,No,514
2020-12-18,Friday,Paneer Butter Masala,30,No,648
2020-12-19,Saturday,Biryani,31,No,623
2020-12-20,Sunday,Dal Makhani,36,Yes,450
2020-12-21,Monday,Chole Bhature,31,No,645
2020-12-22,Tuesday,Aloo Paratha,30,No,507
2020-12-23,Wednesday,Pasta,35,No,446
2020-12-24,Thursday,Maggi,30,No,350
2020-12-25,Friday,Dal Makhani,33,No,571
2020-12-26,Saturday,Paneer Butter Masala,34,No,550
2020-12-27,Sunday,Rajma Chawal,38,No,491
2020-12-28,Monday,Dal Makhani,30,Yes,456
2020-12-29,Tuesday,White Sauce Pasta,33,Yes,337
2020-12-30,Wednesday,Khichdi,35,No,364
2020-12-31,Thursday,Paneer Butter Masala,29,No,567
2021-01-01,Friday,Khichdi,33,Yes,315
2021-01-02,Saturday,Maggi,38,No,344
2021-01-03,Sunday,Dal Makhani,34,No,559
2021-01-04,Monday,Chole Bhature,34,No,598
2021-01-05,Tuesday,Veg Fried Rice,33,No,506
2021-01-06,Wednesday,Pav Bhaji,36,No,502
2021-01-07,Thursday,Pasta,38,Yes,282
2021-01-08,Friday,Pav Bhaji,30,No,527
2021-01-09,Saturday,Idli Sambar,28,Yes,298
2021-01-10,Sunday,Biryani,34,Yes,509
2021-01-11,Monday,Pasta,32,Yes,335
2021-01-12,Tuesday,Pav Bhaji,28,No,486
2021-01-13,Wednesday,Pasta,35,No,416
2021-01-14,Thursday,Biryani,32,Yes,414
2021-01-15,Friday,Dal Khichdi,32,No,435
2021-01-16,Saturday,Maggi,28,No,351
2021-01-17,Sunday,Khichdi,35,No,412
2021-01-18,Monday,Idli Sambar,36,No,407
2021-01-19,Tuesday,Aloo Paratha,30,Yes,406
2021-01-20,Wednesday,Maggi,31,No,401
2021-01-21,Thursday,Biryani,36,No,630
2021-01-22,Friday,Paneer Butter Masala,37,Yes,465
2021-01-23,Saturday,Biryani,28,No,661
2021-01-24,Sunday,Veg Fried Rice,36,No,476
2021-01-25,Monday,Biryani,34,No,639
2021-01-26,Tuesday,Maggi,32,No,366
2021-01-27,Wednesday,Biryani,30,No,580
2021-01-28,Thursday,Biryani,34,No,567
2021-01-29,Friday,Rajma Chawal,31,No,547
2021-01-30,Saturday,Veg Fried Rice,29,No,538
2021-01-31,Sunday,Idli Sambar,35,No,480
2021-02-01,Monday,Idli Sambar,33,No,473
2021-02-02,Tuesday,White Sauce Pasta,36,No,461
2021-02-03,Wednesday,Rajma Chawal,29,No,545
2021-02-04,Thursday,White Sauce Pasta,33,No,450
2021-02-05,Friday,Maggi,29,Yes,237
2021-02-06,Saturday,Biryani,31,No,586
2021-02-07,Sunday,Dal Khichdi,34,No,406
2021-02-08,Monday,Aloo Paratha,33,No,531
2021-02-09,Tuesday,Maggi,32,No,385
2021-02-10,Wednesday,Aloo Paratha,35,No,467
2021-02-11,Thursday,White Sauce Pasta,29,No,450
2021-02-12,Friday,White Sauce Pasta,38,No,431
2021-02-13,Saturday,Poori Bhaji,38,No,450
2021-02-14,Sunday,Idli Sambar,36,No,437
2021-02-15,Monday,Pav Bhaji,37,No,482
2021-02-16,Tuesday,Dal Makhani,36,Yes,388
2021-02-17,Wednesday,Chole Bhature,36,Yes,423
2021-02-18,Thursday,Rajma Chawal,31,No,496
2021-02-19,Friday,Maggi,36,No,386
2021-02-20,Saturday,Khichdi,36,No,399
2021-02-21,Sunday,Dal Makhani,33,No,514
2021-02-22,Monday,Chole Bhature,36,Yes,484
2021-02-23,Tuesday,Veg Fried Rice,36,No,508
2021-02-24,Wednesday,Dal Makhani,31,No,580
2021-02-25,Thursday,Pav Bhaji,28,No,503
2021-02-26,Friday,Rajma Chawal,37,No,567
2021-02-27,Saturday,White Sauce Pasta,31,No,470
2021-02-28,Sunday,Paneer Butter Masala,38,No,623
2021-03-01,Monday,Dal Khichdi,33,No,468
2021-03-02,Tuesday,Chole Bhature,36,No,543
2021-03-03,Wednesday,Rajma Chawal,38,No,493
2021-03-04,Thursday,Chole Bhature,31,No,586
2021-03-05,Friday,Pasta,28,No,441
2021-03-06,Saturday,White Sauce Pasta,30,No,433
2021-03-07,Sunday,Idli Sambar,33,No,490
2021-03-08,Monday,Dal Makhani,32,No,507
2021-03-09,Tuesday,Chole Bhature,28,No,572
2021-03-10,Wednesday,Poori Bhaji,37,No,481
2021-03-11,Thursday,Veg Fried Rice,36,Yes,366
2021-03-12,Friday,Aloo Paratha,38,No,472
2021-03-13,Saturday,Biryani,30,Yes,496
2021-03-14,Sunday,Paneer Butter Masala,31,No,634
2021-03-15,Monday,Pasta,33,No,508
2021-03-16,Tuesday,Pav Bhaji,29,No,480
2021-03-17,Wednesday,Khichdi,28,No,379
2021-03-18,Thursday,Pasta,31,No,438
2021-03-19,Friday,Dal Khichdi,37,No,463
2021-03-20,Saturday,Aloo Paratha,35,No,492
2021-03-21,Sunday,Chole Bhature,29,Yes,473
2021-03-22,Monday,Pav Bhaji,35,No,489
2021-03-23,Tuesday,Pasta,38,No,444
2021-03-24,Wednesday,Veg Fried Rice,33,No,516
2021-03-25,Thursday,Biryani,33,No,564
2021-03-26,Friday,Maggi,38,No,338
2021-03-27,Saturday,Idli Sambar,31,No,502
2021-03-28,Sunday,Maggi,32,No,320
2021-03-29,Monday,Pasta,29,No,499
2021-03-30,Tuesday,Dal Makhani,32,No,583
2021-03-31,Wednesday,Pav Bhaji,38,No,531
2021-04-01,Thursday,Pav Bhaji,35,No,495
2021-04-02,Friday,Idli Sambar,28,No,435
2021-04-03,Saturday,Rajma Chawal,37,No,504
2021-04-04,Sunday,Veg Fried Rice,35,No,554
2021-04-05,Monday,Chole Bhature,34,Yes,383
2021-04-06,Tuesday,Dal Makhani,34,Yes,400
2021-04-07,Wednesday,Dal Makhani,28,No,552
2021-04-08,Thursday,Biryani,35,Yes,443
2021-04-09,Friday,White Sauce Pasta,30,Yes,369
2021-04-10,Saturday,Maggi,30,Yes,274
2021-04-11,Sunday,Pav Bhaji,30,No,527
2021-04-12,Monday,Veg Fried Rice,34,No,543
2021-04-13,Tuesday,Paneer Butter Masala,38,No,536
2021-04-14,Wednesday,Khichdi,28,No,428
2021-04-15,Thursday,Maggi,29,No,419
2021-04-16,Friday,Khichdi,33,Yes,251
2021-04-17,Saturday,Dal Khichdi,35,No,416
2021-04-18,Sunday,Veg Fried Rice,28,No,529
2021-04-19,Monday,Paneer Butter Masala,28,No,582
2021-04-20,Tuesday,Dal Khichdi,34,No,433
2021-04-21,Wednesday,Poori Bhaji,28,No,467
2021-04-22,Thursday,Aloo Paratha,33,No,452
2021-04-23,Friday,Maggi,31,No,356
2021-04-24,Saturday,Idli Sambar,37,No,421
2021-04-25,Sunday,Maggi,36,Yes,258
2021-04-26,Monday,Maggi,28,No,356
2021-04-27,Tuesday,Chole Bhature,31,No,570
2021-04-28,Wednesday,Biryani,37,No,635
2021-04-29,Thursday,Veg Fried Rice,34,No,546
2021-04-30,Friday,Biryani,30,No,622
2021-05-01,Saturday,Dal Khichdi,29,No,477
2021-05-02,Sunday,Veg Fried Rice,36,No,541
2021-05-03,Monday,Paneer Butter Masala,38,No,561
2021-05-04,Tuesday,Idli Sambar,29,No,442
2021-05-05,Wednesday,Rajma Chawal,30,No,528
2021-05-06,Thursday,Chole Bhature,36,Yes,476
2021-05-07,Friday,Pav Bhaji,35,No,548
2021-05-08,Saturday,Pav Bhaji,30,No,517
2021-05-09,Sunday,Poori Bhaji,31,No,481
2021-05-10,Monday,Rajma Chawal,33,Yes,456
2021-05-11,Tuesday,Pav Bhaji,34,No,534
2021-05-12,Wednesday,Chole Bhature,28,No,575
2021-05-13,Thursday,Idli Sambar,32,No,460
2021-05-14,Friday,Chole Bhature,38,No,555
2021-05-15,Saturday,Paneer Butter Masala,33,Yes,499
2021-05-16,Sunday,Paneer Butter Masala,32,No,649
2021-05-17,Monday,Rajma Chawal,34,No,565
2021-05-18,Tuesday,Rajma Chawal,38,No,538
2021-05-19,Wednesday,Pav Bhaji,37,No,541
2021-05-20,Thursday,Maggi,35,No,320
2021-05-21,Friday,Pasta,33,No,482
2021-05-22,Saturday,Aloo Paratha,29,No,519
2021-05-23,Sunday,Veg Fried Rice,28,No,484
2021-05-24,Monday,Aloo Paratha,29,Yes,314
2021-05-25,Tuesday,Maggi,28,Yes,232
2021-05-26,Wednesday,Dal Makhani,34,No,543
2021-05-27,Thursday,Chole Bhature,29,Yes,478
2021-05-28,Friday,Rajma Chawal,37,No,511
2021-05-29,Saturday,Veg Fried Rice,33,Yes,387
2021-05-30,Sunday,Maggi,38,No,321
2021-05-31,Monday,Paneer Butter Masala,28,No,614
2021-06-01,Tuesday,Paneer Butter Masala,34,No,640
2021-06-02,Wednesday,Veg Fried Rice,36,No,462
2021-06-03,Thursday,Rajma Chawal,34,No,515
2021-06-04,Friday,Maggi,35,No,334
2021-06-05,Saturday,White Sauce Pasta,31,Yes,321
2021-06-06,Sunday,Veg Fried Rice,30,Yes,433
2021-06-07,Monday,Dal Makhani,31,No,578
2021-06-08,Tuesday,Pav Bhaji,28,No,499
2021-06-09,Wednesday,Pav Bhaji,31,No,534
2021-06-10,Thursday,Biryani,36,No,630
2021-06-11,Friday,Dal Khichdi,33,Yes,263
2021-06-12,Saturday,Aloo Paratha,38,No,453
2021-06-13,Sunday,Biryani,34,No,636
2021-06-14,Monday,Poori Bhaji,33,No,507
2021-06-15,Tuesday,Khichdi,37,No,379
2021-06-16,Wednesday,Dal Khichdi,31,No,432
2021-06-17,Thursday,Idli Sambar,37,No,455
2021-06-18,Friday,Khichdi,31,No,445
2021-06-19,Saturday,Pav Bhaji,28,No,552
2021-06-20,Sunday,Paneer Butter Masala,31,No,613
2021-06-21,Monday,Pasta,28,No,493
2021-06-22,Tuesday,Idli Sambar,35,No,464
2021-06-23,Wednesday,Pav Bhaji,31,Yes,405
2021-06-24,Thursday,Khichdi,32,Yes,274
2021-06-25,Friday,Biryani,34,No,631
2021-06-26,Saturday,Pasta,30,Yes,365
2021-06-27,Sunday,Rajma Chawal,36,No,523
2021-06-28,Monday,Rajma Chawal,34,No,541
2021-06-29,Tuesday,Chole Bhature,38,No,550
2021-06-30,Wednesday,Chole Bhature,36,No,593
2021-07-01,Thursday,Chole Bhature,29,Yes,382
2021-07-02,Friday,Maggi,32,No,335
2021-07-03,Saturday,Khichdi,32,No,438
2021-07-04,Sunday,Aloo Paratha,38,No,486
2021-07-05,Monday,White Sauce Pasta,35,Yes,293
2021-07-06,Tuesday,Poori Bhaji,33,No,529
2021-07-07,Wednesday,Idli Sambar,34,No,412
2021-07-08,Thursday,Rajma Chawal,38,No,509
2021-07-09,Friday,Poori Bhaji,30,Yes,314
2021-07-10,Saturday,Pasta,35,No,466
2021-07-11,Sunday,Idli Sambar,31,No,433
2021-07-12,Monday,Pasta,36,No,465
2021-07-13,Tuesday,Pav Bhaji,30,No,546
2021-07-14,Wednesday,Dal Khichdi,29,No,420
2021-07-15,Thursday,Idli Sambar,36,No,475
2021-07-16,Friday,Dal Khichdi,31,No,444
2021-07-17,Saturday,Khichdi,28,No,419
2021-07-18,Sunday,Dal Khichdi,36,No,423
2021-07-19,Monday,Maggi,34,No,310
2021-07-20,Tuesday,Pasta,33,No,437
2021-07-21,Wednesday,Maggi,35,No,402
2021-07-22,Thursday,Idli Sambar,38,No,410
2021-07-23,Friday,Dal Makhani,33,No,526
2021-07-24,Saturday,Biryani,35,No,619
2021-07-25,Sunday,Paneer Butter Masala,38,Yes,464
2021-07-26,Monday,Dal Khichdi,32,No,405
2021-07-27,Tuesday,Biryani,31,No,620
2021-07-28,Wednesday,Pav Bhaji,33,No,559
2021-07-29,Thursday,White Sauce Pasta,36,No,499
2021-07-30,Friday,Pasta,31,No,508
2021-07-31,Saturday,Rajma Chawal,36,No,563
2021-08-01,Sunday,Poori Bhaji,34,No,502
2021-08-02,Monday,Aloo Paratha,32,No,531
2021-08-03,Tuesday,Dal Khichdi,31,Yes,252
2021-08-04,Wednesday,White Sauce Pasta,33,No,485
2021-08-05,Thursday,Pav Bhaji,33,No,528
2021-08-06,Friday,Paneer Butter Masala,32,No,615
2021-08-07,Saturday,Veg Fried Rice,36,No,551
2021-08-08,Sunday,White Sauce Pasta,32,No,471
2021-08-09,Monday,Khichdi,34,No,449
2021-08-10,Tuesday,Poori Bhaji,29,Yes,283
2021-08-11,Wednesday,Chole Bhature,29,No,598
2021-08-12,Thursday,Khichdi,29,No,382
2021-08-13,Friday,Poori Bhaji,33,No,434
2021-08-14,Saturday,Chole Bhature,32,Yes,382
2021-08-15,Sunday,Maggi,29,Yes,227
2021-08-16,Monday,Dal Khichdi,30,No,409
2021-08-17,Tuesday,Dal Khichdi,29,Yes,284
2021-08-18,Wednesday,Idli Sambar,29,No,416
2021-08-19,Thursday,Paneer Butter Masala,32,No,647
2021-08-20,Friday,Chole Bhature,30,Yes,497
2021-08-21,Saturday,Rajma Chawal,36,No,508
2021-08-22,Sunday,Biryani,32,No,587
2021-08-23,Monday,Poori Bhaji,34,No,524
2021-08-24,Tuesday,Pav Bhaji,36,No,487
2021-08-25,Wednesday,Biryani,28,No,636
2021-08-26,Thursday,Idli Sambar,33,No,439
2021-08-27,Friday,Dal Makhani,36,No,534
2021-08-28,Saturday,Paneer Butter Masala,31,No,574
2021-08-29,Sunday,Paneer Butter Masala,28,Yes,443
2021-08-30,Monday,White Sauce Pasta,29,No,434
2021-08-31,Tuesday,Pasta,34,No,491
2021-09-01,Wednesday,Chole Bhature,33,No,625
2021-09-02,Thursday,Chole Bhature,32,No,641
2021-09-03,Friday,Veg Fried Rice,29,No,481
2021-09-04,Saturday,Dal Khichdi,37,No,426
2021-09-05,Sunday,Poori Bhaji,28,No,481
2021-09-06,Monday,Idli Sambar,29,No,484
2021-09-07,Tuesday,Idli Sambar,33,No,495
2021-09-08,Wednesday,Maggi,38,No,361
2021-09-09,Thursday,Biryani,38,No,642
2021-09-10,Friday,Biryani,38,No,560
2021-09-11,Saturday,White Sauce Pasta,28,Yes,366
2021-09-12,Sunday,Idli Sambar,36,No,459
2021-09-13,Monday,Aloo Paratha,33,No,460
2021-09-14,Tuesday,Veg Fried Rice,36,No,530
2021-09-15,Wednesday,Aloo Paratha,32,No,470
2021-09-16,Thursday,Aloo Paratha,30,No,465
2021-09-17,Friday,Biryani,34,No,656
2021-09-18,Saturday,Poori Bhaji,28,No,478
2021-09-19,Sunday,Dal Khichdi,32,Yes,276
2021-09-20,Monday,White Sauce Pasta,32,Yes,366
2021-09-21,Tuesday,Dal Makhani,32,No,514
2021-09-22,Wednesday,Biryani,36,No,599
2021-09-23,Thursday,Paneer Butter Masala,38,No,608
2021-09-24,Friday,Dal Khichdi,28,No,452
2021-09-25,Saturday,Chole Bhature,38,Yes,435
2021-09-26,Sunday,Paneer Butter Masala,36,No,563
2021-09-27,Monday,Maggi,33,No,352
2021-09-28,Tuesday,Chole Bhature,35,No,594
2021-09-29,Wednesday,Idli Sambar,35,No,395
2021-09-30,Thursday,Veg Fried Rice,29,No,542
2021-10-01,Friday,Biryani,38,No,631
2021-10-02,Saturday,Idli Sambar,33,No,444
2021-10-03,Sunday,Paneer Butter Masala,37,No,576
2021-10-04,Monday,White Sauce Pasta,30,No,525
2021-10-05,Tuesday,Idli Sambar,36,Yes,318
2021-10-06,Wednesday,Poori Bhaji,38,No,450
2021-10-07,Thursday,Rajma Chawal,36,No,473
2021-10-08,Friday,Poori Bhaji,38,No,466
2021-10-09,Saturday,Aloo Paratha,29,No,503
2021-10-10,Sunday,Idli Sambar,37,No,448
2021-10-11,Monday,Pav Bhaji,33,No,545
2021-10-12,Tuesday,Veg Fried Rice,33,No,560
2021-10-13,Wednesday,Dal Khichdi,28,No,467
2021-10-14,Thursday,Biryani,37,No,593
2021-10-15,Friday,Poori Bhaji,31,No,446
2021-10-16,Saturday,Veg Fried Rice,35,No,533
2021-10-17,Sunday,Dal Khichdi,34,No,429
2021-10-18,Monday,Aloo Paratha,38,No,425
2021-10-19,Tuesday,Pasta,29,No,456
2021-10-20,Wednesday,Dal Makhani,34,No,516
2021-10-21,Thursday,Chole Bhature,31,No,643
2021-10-22,Friday,Aloo Paratha,35,No,508
2021-10-23,Saturday,Pav Bhaji,29,Yes,370
2021-10-24,Sunday,Rajma Chawal,30,Yes,410
2021-10-25,Monday,Veg Fried Rice,32,No,544
2021-10-26,Tuesday,Chole Bhature,34,No,544
2021-10-27,Wednesday,Veg Fried Rice,29,No,508
2021-10-28,Thursday,Dal Makhani,28,No,541
2021-10-29,Friday,Biryani,38,Yes,517
2021-10-30,Saturday,Khichdi,33,No,442
2021-10-31,Sunday,Idli Sambar,31,No,505
2021-11-01,Monday,Dal Makhani,31,No,583
2021-11-02,Tuesday,Pasta,30,No,451
2021-11-03,Wednesday,Dal Makhani,36,No,486
2021-11-04,Thursday,Idli Sambar,30,No,444
2021-11-05,Friday,Aloo Paratha,35,No,461
2021-11-06,Saturday,Dal Khichdi,31,No,407
2021-11-07,Sunday,Veg Fried Rice,33,No,557
2021-11-08,Monday,Chole Bhature,28,No,650
2021-11-09,Tuesday,Poori Bhaji,33,No,491
2021-11-10,Wednesday,Khichdi,32,No,447
2021-11-11,Thursday,Paneer Butter Masala,37,No,543
2021-11-12,Friday,Dal Khichdi,33,No,482
2021-11-13,Saturday,Aloo Paratha,37,No,433
2021-11-14,Sunday,Dal Makhani,29,No,575
2021-11-15,Monday,White Sauce Pasta,36,No,465
2021-11-16,Tuesday,Veg Fried Rice,32,No,570
2021-11-17,Wednesday,Pasta,29,No,497
2021-11-18,Thursday,Veg Fried Rice,36,No,499
2021-11-19,Friday,Pasta,30,No,470
2021-11-20,Saturday,Veg Fried Rice,31,Yes,335
2021-11-21,Sunday,White Sauce Pasta,36,No,490
2021-11-22,Monday,Pasta,31,No,419
2021-11-23,Tuesday,White Sauce Pasta,35,No,475
2021-11-24,Wednesday,Pav Bhaji,35,Yes,398
2021-11-25,Thursday,Veg Fried Rice,33,No,471
2021-11-26,Friday,Poori Bhaji,33,No,475
2021-11-27,Saturday,Dal Khichdi,33,No,402
2021-11-28,Sunday,White Sauce Pasta,33,No,460
2021-11-29,Monday,Maggi,30,No,326
2021-11-30,Tuesday,White Sauce Pasta,28,No,515
2021-12-01,Wednesday,Pasta,32,No,468
2021-12-02,Thursday,Dal Makhani,31,No,541
2021-12-03,Friday,Aloo Paratha,30,No,491
2021-12-04,Saturday,Dal Makhani,33,Yes,328
2021-12-05,Sunday,Veg Fried Rice,32,Yes,423
2021-12-06,Monday,Aloo Paratha,32,Yes,310
2021-12-07,Tuesday,Maggi,36,No,309
2021-12-08,Wednesday,Khichdi,29,No,400
2021-12-09,Thursday,Idli Sambar,36,Yes,291
2021-12-10,Friday,Chole Bhature,29,No,617
2021-12-11,Saturday,Dal Makhani,31,Yes,470
2021-12-12,Sunday,Veg Fried Rice,37,Yes,423
2021-12-13,Monday,Idli Sambar,32,No,487
2021-12-14,Tuesday,Veg Fried Rice,37,No,520
2021-12-15,Wednesday,Dal Makhani,30,No,543
2021-12-16,Thursday,Paneer Butter Masala,31,Yes,490
2021-12-17,Friday,White Sauce Pasta,35,No,487
2021-12-18,Saturday,White Sauce Pasta,37,No,485
2021-12-19,Sunday,Maggi,38,Yes,249
2021-12-20,Monday,Dal Makhani,33,No,554
2021-12-21,Tuesday,Dal Khichdi,34,No,396
2021-12-22,Wednesday,Khichdi,30,Yes,206
2021-12-23,Thursday,Rajma Chawal,30,Yes,380
2021-12-24,Friday,Dal Khichdi,34,Yes,247
2021-12-25,Saturday,Rajma Chawal,29,No,554
2021-12-26,Sunday,White Sauce Pasta,28,No,466
2021-12-27,Monday,Veg Fried Rice,38,No,516
2021-12-28,Tuesday,Rajma Chawal,37,Yes,335
2021-12-29,Wednesday,Rajma Chawal,37,Yes,355
2021-12-30,Thursday,Idli Sambar,35,No,415
2021-12-31,Friday,Idli Sambar,31,No,494
2022-01-01,Saturday,Idli Sambar,33,No,498
2022-01-02,Sunday,Aloo Paratha,35,Yes,318
2022-01-03,Monday,Idli Sambar,28,No,426
2022-01-04,Tuesday,Idli Sambar,38,No,468
2022-01-05,Wednesday,Aloo Paratha,34,No,515
2022-01-06,Thursday,Veg Fried Rice,33,No,552
2022-01-07,Friday,Aloo Paratha,37,No,443
2022-01-08,Saturday,Idli Sambar,29,No,443
2022-01-09,Sunday,Idli Sambar,38,No,422
2022-01-10,Monday,Maggi,35,No,349
2022-01-11,Tuesday,Biryani,36,No,570
2022-01-12,Wednesday,Maggi,31,Yes,145
2022-01-13,Thursday,Idli Sambar,36,No,412
2022-01-14,Friday,Biryani,32,No,616
2022-01-15,Saturday,White Sauce Pasta,37,No,450
2022-01-16,Sunday,Maggi,37,No,328
2022-01-17,Monday,Pav Bhaji,33,No,548
2022-01-18,Tuesday,Rajma Chawal,29,No,504
2022-01-19,Wednesday,Pasta,28,Yes,334
2022-01-20,Thursday,Aloo Paratha,36,No,482
2022-01-21,Friday,Veg Fried Rice,37,No,507
2022-01-22,Saturday,Khichdi,31,Yes,349
2022-01-23,Sunday,Pav Bhaji,34,No,500
2022-01-24,Monday,Biryani,28,No,664
2022-01-25,Tuesday,Dal Makhani,36,No,579
2022-01-26,Wednesday,Dal Makhani,38,No,553
2022-01-27,Thursday,Biryani,28,No,614
2022-01-28,Friday,Rajma Chawal,35,No,475
2022-01-29,Saturday,Poori Bhaji,35,No,462
2022-01-30,Sunday,Idli Sambar,33,Yes,321
2022-01-31,Monday,Maggi,28,No,336
2022-02-01,Tuesday,Biryani,34,No,617
2022-02-02,Wednesday,Pav Bhaji,30,No,479
2022-02-03,Thursday,Chole Bhature,29,No,561
2022-02-04,Friday,White Sauce Pasta,33,Yes,360
2022-02-05,Saturday,White Sauce Pasta,34,Yes,292
2022-02-06,Sunday,Maggi,28,No,378
2022-02-07,Monday,Pasta,30,No,488
2022-02-08,Tuesday,Pasta,28,Yes,316
2022-02-09,Wednesday,Khichdi,30,No,458
2022-02-10,Thursday,Chole Bhature,32,No,549
2022-02-11,Friday,White Sauce Pasta,35,No,476
2022-02-12,Saturday,Dal Makhani,35,No,575
2022-02-13,Sunday,White Sauce Pasta,28,No,503
2022-02-14,Monday,Pasta,31,No,445
2022-02-15,Tuesday,Chole Bhature,30,No,642
2022-02-16,Wednesday,Idli Sambar,37,No,445
2022-02-17,Thursday,Paneer Butter Masala,36,Yes,431
2022-02-18,Friday,Poori Bhaji,38,No,506
2022-02-19,Saturday,White Sauce Pasta,30,No,499
2022-02-20,Sunday,Chole Bhature,28,No,565
2022-02-21,Monday,Rajma Chawal,29,No,561
2022-02-22,Tuesday,Aloo Paratha,38,No,464
2022-02-23,Wednesday,Dal Makhani,32,No,510
2022-02-24,Thursday,Veg Fried Rice,33,Yes,341
2022-02-25,Friday,Paneer Butter Masala,35,No,578
2022-02-26,Saturday,White Sauce Pasta,38,No,462
2022-02-27,Sunday,Pasta,34,No,429
2022-02-28,Monday,Paneer Butter Masala,38,No,585
2022-03-01,Tuesday,Pav Bhaji,30,No,471
2022-03-02,Wednesday,Dal Khichdi,29,Yes,237
2022-03-03,Thursday,Pasta,34,No,450
2022-03-04,Friday,White Sauce Pasta,31,No,464
